,high,volume,close,open,low
2021-12-20 14:30:00,116.62000274658203,6980800,114.94000244140625,115.91999816894531,113.91000366210938
2021-12-21 14:30:00,117.5,6122900,117.44000244140625,116.06999969482422,115.08000183105469
2021-12-22 14:30:00,121.44000244140625,9300100,121.30000305175781,116.91999816894531,116.83000183105469
2021-12-23 14:30:00,121.79000091552734,6512500,120.68000030517578,120.95999908447266,119.83999633789062
2021-12-27 14:30:00,123.26000213623047,6309900,122.69999694824219,121.22000122070312,121.19999694824219
2021-12-28 14:30:00,123.66000366210938,6321000,122.05999755859375,123.37999725341797,121.87000274658203
2021-12-29 14:30:00,123.1500015258789,5847700,121.41000366210938,121.80000305175781,120.97000122070312
2021-12-30 14:30:00,121.55000305175781,4187800,120.41999816894531,121.0,120.19000244140625
2021-12-31 14:30:00,121.75,3888200,120.30999755859375,121.3499984741211,120.22000122070312
2022-01-03 14:30:00,129.58999633789062,18592000,128.8000030517578,124.12999725341797,124.0
2022-01-04 14:30:00,135.5,25554900,133.39999389648438,130.8699951171875,130.3000030517578
2022-01-05 14:30:00,130.8800048828125,17891200,127.05999755859375,130.7100067138672,126.87999725341797
2022-01-06 14:30:00,129.0,16249000,128.47000122070312,127.0,124.80999755859375
2022-01-07 14:30:00,127.13999938964844,21248100,123.5,126.55000305175781,123.30999755859375
2022-01-10 14:30:00,125.87000274658203,11857700,125.01000213623047,125.11000061035156,123.26000213623047
2022-01-11 14:30:00,129.5500030517578,12113100,129.1699981689453,126.54000091552734,125.5
2022-01-12 14:30:00,132.9199981689453,16389200,132.22999572753906,130.5,130.22000122070312
2022-01-13 14:30:00,145.0,52020000,139.19000244140625,140.75,138.9199981689453
2022-01-14 14:30:00,143.8800048828125,28255300,140.66000366210938,136.08999633789062,136.08999633789062
2022-01-18 14:30:00,137.17999267578125,15191400,133.8300018310547,136.75,133.2899932861328
2022-01-19 14:30:00,135.89999389648438,11155100,131.00999450683594,134.6199951171875,130.94000244140625
2022-01-20 14:30:00,132.75,11421900,128.3300018310547,131.9199981689453,128.1999969482422
2022-01-21 14:30:00,127.9800033569336,15573700,124.52999877929688,127.08000183105469,124.2699966430664
2022-01-24 14:30:00,126.06999969482422,17083400,125.95999908447266,123.7699966430664,120.12999725341797
2022-01-25 14:30:00,125.81999969482422,11370500,122.4800033569336,125.48999786376953,121.69999694824219
2022-01-26 14:30:00,126.66999816894531,13592100,123.08000183105469,125.37999725341797,121.88999938964844
2022-01-27 14:30:00,124.13999938964844,18599800,116.37999725341797,124.0,116.02999877929688
2022-01-28 14:30:00,119.5999984741211,14005900,117.61000061035156,118.70999908447266,114.19000244140625
2022-01-31 14:30:00,122.7699966430664,10189100,122.62999725341797,119.5199966430664,118.80999755859375
2022-02-01 14:30:00,123.23999786376953,6956300,123.05000305175781,122.9000015258789,120.0999984741211
2022-02-02 14:30:00,126.47000122070312,8562900,124.1500015258789,126.2300033569336,122.55000305175781
2022-02-03 14:30:00,123.87999725341797,9926800,119.83999633789062,121.44999694824219,119.25
2022-02-04 14:30:00,121.83000183105469,5743200,121.0199966430664,120.44000244140625,119.38999938964844
2022-02-07 14:30:00,124.0999984741211,6562900,122.30999755859375,122.55999755859375,121.87999725341797
2022-02-08 14:30:00,123.86000061035156,7036200,123.70999908447266,122.0,121.61000061035156
2022-02-09 14:30:00,125.55000305175781,10979700,125.5199966430664,124.87999725341797,122.76000213623047
2022-02-10 14:30:00,128.66000366210938,10474900,124.70999908447266,124.80000305175781,124.36000061035156
2022-02-11 14:30:00,126.58000183105469,9845700,121.01000213623047,125.5,120.44999694824219
2022-02-14 14:30:00,121.55000305175781,8081800,119.7699966430664,119.94999694824219,118.0
2022-02-15 14:30:00,124.61000061035156,9248700,124.5199966430664,122.0199966430664,121.45999908447266
2022-02-16 14:30:00,124.29000091552734,5749500,123.5999984741211,123.13999938964844,121.56999969482422
2022-02-17 14:30:00,122.75,7976700,119.76000213623047,122.48999786376953,119.6500015258789
2022-02-18 14:30:00,120.69000244140625,8389000,119.30999755859375,120.5199966430664,118.44999694824219
2022-02-22 14:30:00,119.36000061035156,9793500,116.91000366210938,117.5,115.72000122070312
2022-02-23 14:30:00,119.43000030517578,8114700,115.9000015258789,118.55000305175781,115.76000213623047
2022-02-24 14:30:00,111.9800033569336,27539100,111.87999725341797,108.0,104.37999725341797
2022-02-25 14:30:00,113.0,14258900,111.2300033569336,112.29000091552734,109.36000061035156
2022-02-28 14:30:00,109.7699966430664,26347100,107.01000213623047,109.37000274658203,105.0
2022-03-01 14:30:00,111.11000061035156,20377900,108.05000305175781,110.0,107.05000305175781
2022-03-02 14:30:00,109.97000122070312,13342400,109.61000061035156,108.4000015258789,107.86000061035156
2022-03-03 14:30:00,110.0,10841700,108.79000091552734,109.91000366210938,107.5999984741211
2022-03-04 14:30:00,108.12000274658203,22372100,105.05999755859375,107.0,103.80999755859375
