Date,Open,High,Low,Close,Adj Close,Volume
2021-09-13,122.940002,124.099998,122.199997,123.620003,122.607147,6622800
2021-09-14,123.629997,123.629997,122.400002,123.089996,122.081490,5110500
2021-09-15,122.410004,122.500000,120.879997,121.500000,120.504517,5566500
2021-09-16,120.000000,121.129997,119.349998,120.790001,120.292397,7301400
2021-09-17,120.190002,120.470001,117.690002,117.750000,117.264923,10722700
2021-09-20,115.199997,116.010002,113.550003,114.699997,114.227478,8991000
2021-09-21,115.650002,115.870003,114.550003,114.959999,114.486412,8182200
2021-09-22,115.230003,116.239998,114.910004,115.870003,115.392670,5345600
2021-09-23,116.970001,116.970001,115.589996,116.190002,115.711349,5484700
2021-09-24,116.000000,116.559998,115.529999,115.639999,115.163612,4455900
2021-09-27,115.699997,116.570000,115.010002,116.150002,115.671516,5198800
2021-09-28,114.330002,115.040001,111.849998,111.900002,111.439018,9792300
2021-09-29,112.300003,112.849998,111.019997,111.620003,111.160179,6522400
2021-09-30,112.430000,113.349998,111.650002,111.650002,111.190048,6433400
2021-10-01,112.000000,112.300003,110.300003,111.559998,111.100418,5315200
2021-10-04,111.000000,111.430000,108.519997,109.019997,108.570877,8514500
2021-10-05,109.800003,110.349998,109.220001,109.260002,108.809898,8039600
2021-10-06,108.440002,109.519997,107.580002,109.339996,108.889565,7553600
2021-10-07,111.000000,111.709999,110.489998,110.830002,110.373428,7821900
2021-10-08,110.980003,111.070000,109.510002,110.040001,109.586685,5143400
2021-10-11,110.080002,111.709999,109.900002,110.260002,109.805779,5318500
2021-10-12,110.470001,111.029999,108.559998,109.199997,108.750137,9294600
2021-10-13,109.320000,110.050003,108.949997,109.980003,109.526932,7845100
2021-10-14,114.139999,114.739998,111.160004,112.559998,112.096298,16930500
2021-10-15,114.779999,114.949997,112.959999,114.860001,114.386826,11558800
2021-10-18,113.419998,115.349998,113.419998,115.339996,114.864845,6773800
2021-10-19,115.800003,116.980003,115.629997,116.959999,116.478172,5406100
2021-10-20,116.879997,117.029999,115.550003,115.589996,115.113815,8205800
2021-10-21,115.010002,116.349998,114.610001,116.290001,115.810936,4640300
2021-10-22,116.239998,117.150002,114.230003,114.230003,113.759422,6283000
2021-10-25,114.400002,114.550003,113.110001,113.639999,113.171852,6667700
2021-10-26,114.940002,115.300003,113.720001,114.180000,113.709625,4852300
2021-10-27,114.029999,115.059998,113.709999,113.750000,113.281395,5394500
2021-10-28,113.660004,116.019997,113.540001,116.010002,115.532089,5714300
2021-10-29,114.070000,114.190002,113.220001,113.699997,113.231598,7118900
2021-11-01,113.580002,114.339996,113.349998,114.120003,113.649879,4955700
2021-11-02,113.589996,114.800003,113.540001,114.110001,113.639915,4479700
2021-11-03,113.440002,114.099998,112.730003,114.010002,113.540329,6073000
2021-11-04,113.370003,117.849998,112.410004,117.790001,117.304756,14682800
2021-11-05,118.169998,119.529999,116.250000,117.800003,117.314720,8668100
2021-11-08,118.389999,122.250000,117.050003,120.910004,120.411903,15776300
2021-11-09,121.250000,123.269997,120.169998,121.779999,121.278320,10874100
2021-11-10,119.599998,120.800003,117.680000,118.199997,117.713066,9046100
2021-11-11,119.260002,120.470001,117.800003,118.190002,117.703110,6994000
2021-11-12,118.389999,118.820000,117.269997,118.690002,118.201050,6947200
2021-11-15,119.320000,119.639999,117.510002,118.120003,117.633400,5157000
2021-11-16,117.690002,118.379997,117.160004,118.080002,117.593559,5555100
2021-11-17,118.000000,119.550003,117.510002,119.059998,118.569519,6391400
2021-11-18,119.970001,123.559998,119.800003,123.389999,122.881683,13229700
2021-11-19,122.029999,124.800003,122.019997,124.260002,123.748100,9071800
2021-11-22,123.500000,128.089996,123.209999,124.750000,124.236084,16076100
2021-11-23,122.720001,123.199997,119.519997,121.360001,120.860046,10984000
2021-11-24,120.000000,120.870003,118.400002,120.709999,120.212723,6992600
2021-11-26,117.500000,119.040001,116.519997,117.089996,116.607635,6766900
2021-11-29,118.360001,119.879997,117.900002,119.279999,118.788612,7634000
2021-11-30,118.099998,120.169998,115.760002,117.150002,116.667397,10561800
2021-12-01,119.220001,123.510002,119.220001,120.629997,120.133057,12924400
2021-12-02,120.349998,123.400002,120.019997,121.699997,121.198647,8425500
2021-12-03,121.000000,121.849998,117.980003,119.330002,118.838409,7809000
2021-12-06,118.889999,119.500000,116.580002,119.139999,118.649193,5681200
2021-12-07,120.540001,122.580002,120.260002,122.320000,121.816093,7459200
2021-12-08,121.629997,122.220001,120.110001,121.800003,121.298241,5795700
2021-12-09,121.180000,122.089996,119.489998,119.500000,119.007713,6103900
2021-12-10,120.000000,120.790001,118.239998,119.129997,118.639229,5973900
2021-12-13,118.860001,119.029999,116.389999,116.419998,115.940399,5854300
2021-12-14,115.440002,116.980003,115.250000,116.290001,115.810936,6267300
2021-12-15,116.790001,120.510002,116.480003,120.400002,119.904007,6700700
2021-12-16,120.339996,120.750000,116.139999,116.570000,116.570000,9116100
2021-12-17,116.290001,117.489998,115.930000,116.320000,116.320000,11725600
2021-12-20,115.919998,116.620003,113.910004,114.940002,114.940002,6980800
2021-12-21,116.070000,117.500000,115.080002,117.440002,117.440002,6122900
2021-12-22,116.919998,121.440002,116.830002,121.300003,121.300003,9300100
2021-12-23,120.959999,121.790001,119.839996,120.680000,120.680000,6512500
2021-12-27,121.220001,123.260002,121.199997,122.699997,122.699997,6309900
2021-12-28,123.379997,123.660004,121.870003,122.059998,122.059998,6321000
2021-12-29,121.800003,123.150002,120.970001,121.410004,121.410004,5847700
2021-12-30,121.000000,121.550003,120.190002,120.419998,120.419998,4187800
2021-12-31,121.349998,121.750000,120.220001,120.309998,120.309998,3888200
2022-01-03,124.129997,129.589996,124.000000,128.800003,128.800003,18592000
2022-01-04,130.869995,135.500000,130.300003,133.399994,133.399994,25554900
2022-01-05,130.710007,130.880005,126.879997,127.059998,127.059998,17891200
2022-01-06,127.000000,129.000000,124.809998,128.470001,128.470001,16249000
2022-01-07,126.550003,127.139999,123.309998,123.500000,123.500000,21248100
2022-01-10,125.110001,125.870003,123.260002,125.010002,125.010002,11857700
2022-01-11,126.540001,129.550003,125.500000,129.169998,129.169998,12113100
2022-01-12,130.500000,132.919998,130.220001,132.229996,132.229996,16389200
2022-01-13,140.750000,145.000000,138.919998,139.190002,139.190002,52020000
2022-01-14,136.089996,143.880005,136.089996,140.660004,140.660004,28255300
2022-01-18,136.750000,137.179993,133.289993,133.830002,133.830002,15191400
2022-01-19,134.619995,135.899994,130.940002,131.009995,131.009995,11155100
2022-01-20,131.919998,132.750000,128.199997,128.330002,128.330002,11421900
2022-01-21,127.080002,127.980003,124.269997,124.529999,124.529999,15573700
2022-01-24,123.769997,126.070000,120.129997,125.959999,125.959999,17083400
2022-01-25,125.489998,125.820000,121.699997,122.480003,122.480003,11370500
2022-01-26,125.379997,126.669998,121.889999,123.080002,123.080002,13592100
2022-01-27,124.000000,124.139999,116.029999,116.379997,116.379997,18599800
2022-01-28,118.709999,119.599998,114.190002,117.610001,117.610001,14005900
2022-01-31,119.519997,122.769997,118.809998,122.629997,122.629997,10189100
2022-02-01,122.900002,123.239998,120.099998,123.050003,123.050003,6956300
2022-02-02,126.230003,126.470001,122.550003,124.150002,124.150002,8562900
2022-02-03,121.449997,123.879997,119.250000,119.839996,119.839996,9926800
2022-02-04,120.440002,121.830002,119.389999,121.019997,121.019997,5743200
2022-02-07,122.559998,124.099998,121.879997,122.309998,122.309998,6562900
2022-02-08,122.000000,123.860001,121.610001,123.709999,123.709999,7036200
2022-02-09,124.879997,125.550003,122.760002,125.519997,125.519997,10979700
2022-02-10,124.800003,128.660004,124.360001,124.709999,124.709999,10474900
2022-02-11,125.500000,126.580002,120.449997,121.010002,121.010002,9845700
2022-02-14,119.949997,121.550003,118.000000,119.769997,119.769997,8081800
2022-02-15,122.019997,124.610001,121.459999,124.519997,124.519997,9248700
2022-02-16,123.139999,124.290001,121.570000,123.599998,123.599998,5749500
2022-02-17,122.489998,122.750000,119.650002,119.760002,119.760002,7976700
2022-02-18,120.519997,120.690002,118.449997,119.309998,119.309998,8389000
2022-02-22,117.500000,119.360001,115.720001,116.910004,116.910004,9793500
2022-02-23,118.550003,119.430000,115.760002,115.900002,115.900002,8114700
2022-02-24,108.000000,111.980003,104.379997,111.879997,111.879997,27539100
2022-02-25,112.290001,113.000000,109.360001,111.230003,111.230003,14258900
2022-02-28,109.370003,109.769997,105.000000,107.010002,107.010002,26347100
2022-03-01,110.000000,111.110001,107.050003,108.050003,108.050003,20377900
2022-03-02,108.400002,109.970001,107.860001,109.610001,109.610001,13342400
2022-03-03,109.910004,110.000000,107.599998,108.790001,108.790001,10841700
2022-03-04,107.000000,108.120003,103.809998,105.059998,105.059998,22372100
