Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,38.172733,40.221767,38.172733,39.235195,24.826429,3877974.0
2008-01-03,39.083416,39.766426,38.552185,39.462868,24.970497,2371849.0
2008-01-04,39.462868,39.462868,38.324516,38.552185,24.394247,2765840.0
2008-01-07,37.717396,38.096844,37.413834,37.717396,23.866032,2388979.0
2008-01-08,37.717396,39.538757,37.717396,39.386978,24.922472,2785605.0
2008-01-09,38.703964,39.842319,38.096844,39.462868,24.970497,2605081.0
2008-01-10,40.221767,40.221767,39.159306,39.159306,24.77841,1458687.0
2008-01-11,39.159306,40.069988,39.007526,39.614647,25.06653,505994.0
2008-01-14,40.904778,40.904778,39.159306,39.386978,24.922472,558702.0
2008-01-15,39.538757,40.37355,39.386978,39.386978,24.922472,1436286.0
2008-01-16,39.235195,39.235195,37.945065,37.945065,24.010086,907891.0
2008-01-17,38.096844,38.855747,37.945065,38.096844,24.106129,665435.0
2008-01-18,37.945065,38.324516,37.186165,38.324516,24.250193,401896.0
2008-01-21,38.324516,38.703964,38.020954,38.324516,24.250193,246408.0
2008-01-22,36.427261,37.034382,35.668362,35.668362,22.569487,3518244.0
2008-01-23,36.427261,36.427261,33.201931,33.201931,21.008827,3568316.0
2008-01-24,33.391659,33.391659,30.887281,31.797964,20.120455,4940036.0
2008-01-25,32.253304,33.239876,32.101524,32.177414,20.360558,1467911.0
2008-01-28,32.253304,32.556866,31.873854,32.177414,20.360558,1164841.0
2008-01-29,32.59481,32.974262,31.646185,31.873854,20.168474,1113451.0
2008-01-30,32.974262,33.012207,31.911798,32.253304,20.408575,3108441.0
2008-01-31,32.632755,33.391659,32.329193,32.936317,20.840759,1583868.0
2008-02-01,33.088097,35.21302,33.088097,35.21302,22.281364,1980494.0
2008-02-12,35.668362,35.89603,33.771107,33.771107,21.368975,1548290.0
2008-02-13,33.846996,34.53001,33.846996,34.454117,21.801157,1462640.0
2008-02-14,34.909458,35.21302,34.53001,34.985348,22.137302,1822371.0
2008-02-15,34.985348,36.085754,34.53001,35.744251,22.617504,1611540.0
2008-02-18,36.313427,36.313427,35.364799,35.933975,22.737553,312293.0
2008-02-19,35.933975,36.161648,35.858086,36.04781,22.809582,1266304.0
2008-02-20,36.04781,36.503151,36.04781,36.427261,23.049686,1212278.0
2008-02-21,36.427261,36.958492,36.427261,36.806713,23.289789,1254445.0
2008-02-22,36.806713,36.882603,34.947403,35.28891,22.329386,1908021.0
2008-02-25,35.28891,35.820141,34.643845,35.744251,22.617504,1777569.0
2008-02-26,35.744251,36.882603,35.668362,35.744251,22.617504,1523254.0
2008-02-27,36.04781,36.275482,35.326855,35.554523,22.49745,764262.0
2008-02-29,35.554523,36.237537,35.364799,35.554523,22.49745,1444193.0
